age,income,debt_to_income,credit_history_months,num_open_accounts,num_delinquencies,utilization,default
63,57261,0.1869,35,4,0,0.5941,0
57,78845,0.2083,13,5,0,0.1859,0
30,65010,0.151,127,4,0,0.4458,0
43,57088,0.2805,0,8,0,0.251,0
38,129970,0.3356,48,4,2,0.4008,1
43,139386,0.3334,121,1,0,0.634,0
31,47702,0.5287,117,5,1,0.5339,1
35,83057,0.3008,57,8,1,0.1929,0
46,60585,0.1111,88,3,0,0.2633,0
35,50850,0.0479,144,2,0,0.1329,0
21,32081,0.1947,158,6,1,0.3204,1
61,72478,0.555,122,4,0,0.0766,0
52,51058,0.3312,46,4,0,0.2582,0
40,134446,0.3048,98,3,0,0.2915,0
34,112295,0.2949,25,6,0,0.1108,1
31,76913,0.3733,25,5,1,0.7076,1
59,163040,0.3017,134,5,0,0.0559,0
40,210399,0.173,111,5,0,0.1532,0
49,41651,0.3663,12,5,0,0.4337,0
43,208856,0.3502,65,1,0,0.7077,0
33,124601,0.3555,125,2,0,0.2362,0
47,63336,0.8871,57,6,0,0.2674,1
41,39853,0.1729,137,3,0,0.6464,0
30,66099,0.2314,69,4,2,0.1843,1
47,97984,0.518,71,2,1,0.4448,0
34,81581,0.5197,82,2,1,0.1842,0
62,80347,0.1437,41,3,0,0.1402,0
53,58605,0.2996,121,3,0,0.6054,0
48,189642,0.5167,67,7,0,0.1617,0
41,109991,0.3111,92,2,1,0.5685,1
27,115745,0.3455,94,3,0,0.2149,0
21,89399,0.3281,76,3,1,0.5473,0
29,67289,0.0195,65,7,0,0.0686,0
21,57441,0.018,131,3,0,0.3123,0
32,58736,0.8315,7,7,0,0.5975,1
53,174975,0.4211,187,3,1,0.3403,0
46,94497,0.0467,26,4,0,0.3532,0
54,55682,0.4722,50,6,0,0.1451,1
39,129947,0.0227,171,7,0,0.031,0
39,81766,0.0884,100,3,0,0.4887,0
47,45982,0.3498,59,1,0,0.5176,1
39,176057,0.2285,90,5,1,0.2001,0
47,79260,0.2041,146,5,1,0.1974,0
41,117572,0.3801,57,5,0,0.1729,0
31,127791,0.7384,99,3,1,0.3136,0
41,56056,0.1946,32,2,1,0.415,1
30,68888,0.4807,133,6,1,0.4963,1
51,72443,0.3829,127,4,0,0.396,0
40,68801,0.2119,0,4,0,0.2462,1
41,93434,0.6391,79,6,0,0.3676,0
27,40987,0.3007,18,7,1,0.273,1
21,30208,0.6271,125,5,0,0.6883,1
24,52284,0.1043,25,7,1,0.2432,0
21,118525,0.7078,66,6,2,0.7379,1
63,59465,0.5125,165,2,1,0.4952,0
56,45660,0.2905,93,2,0,0.5384,0
41,87208,0.4879,76,5,0,0.2544,0
57,35656,0.2077,75,5,0,0.3215,1
53,68321,0.8306,122,4,0,0.4317,1
34,125670,0.6453,89,9,1,0.2505,1
21,82965,0.4312,55,4,0,0.7362,1
60,119901,0.0973,113,3,0,0.1887,0
33,43896,0.4574,52,4,3,0.5879,1
62,96909,0.2519,126,4,1,0.442,0
29,142093,0.3233,52,1,0,0.2502,0
50,66441,0.099,119,3,0,0.4989,0
45,129833,0.3349,17,1,0,0.2578,0
51,48001,0.6066,94,3,1,0.259,1
44,102984,0.2837,107,5,0,0.2891,0
42,144420,0.2943,52,4,0,0.4583,0
35,101693,0.1568,114,7,0,0.5191,0
24,55826,0.1758,92,4,1,0.5163,0
29,116114,0.3585,0,5,1,0.5119,0
27,84634,0.0928,76,8,2,0.2188,1
26,88563,0.0454,94,3,2,0.5459,0
39,139161,0.6466,73,4,1,0.2761,0
27,49619,0.3464,100,2,2,0.0615,0
25,39316,0.2052,28,1,0,0.0399,1
25,85059,0.6107,112,3,1,0.298,0
21,92834,0.1361,63,6,0,0.3037,0
37,58614,0.1977,52,8,0,0.2624,1
41,63022,0.3336,49,7,0,0.4343,1
53,111919,0.2982,113,6,0,0.2073,0
46,46812,0.6298,52,8,1,0.3913,1
23,52374,0.6693,140,3,0,0.1643,0
52,38856,0.243,71,3,2,0.291,0
26,61199,0.4194,95,5,1,0.1991,1
43,45098,0.0853,103,4,0,0.7886,0
33,30000,0.1807,61,4,0,0.2502,0
56,121145,0.7908,92,4,1,0.0875,0
40,37530,0.6337,101,2,0,0.2132,0
58,77025,0.4485,27,2,0,0.2741,1
49,224028,0.2327,68,3,2,0.2535,1
54,80674,0.5732,0,6,1,0.1811,0
21,110545,0.0826,110,8,0,0.5426,0
41,57112,0.1757,92,7,0,0.2362,0
42,30000,0.0753,90,6,0,0.7482,0
28,126822,0.1737,80,3,1,0.38,0
34,53622,0.2332,100,5,2,0.1841,0
62,131449,0.3775,46,5,0,0.2083,0
28,58179,0.1323,33,4,0,0.3404,1
46,46326,0.2437,140,4,1,0.561,0
36,134928,0.0842,5,2,0,0.4831,0
38,45198,0.3293,27,6,0,0.561,0
48,108126,0.1979,155,0,0,0.1824,0
56,64203,0.1736,110,3,2,0.1482,0
37,40656,0.1034,0,5,0,0.2677,1
45,44522,0.7139,76,8,1,0.4382,1
28,30000,0.3176,42,3,1,0.326,1
38,66049,0.3985,55,2,0,0.7076,1
30,63979,0.486,129,4,0,0.3839,1
52,33194,0.4988,67,7,0,0.4419,0
47,36908,0.4437,29,7,0,0.4217,0
31,30000,0.1473,129,6,1,0.1882,1
33,36316,0.2191,42,5,2,0.1885,1
24,118190,0.5298,111,3,0,0.2497,0
34,75376,0.0511,58,3,0,0.4465,1
33,74994,0.3777,112,0,0,0.5837,0
34,63734,0.1743,36,0,0,0.4472,1
37,55256,0.1935,149,10,0,0.2415,0
23,52144,0.1963,101,7,2,0.3469,0
45,78573,0.6207,102,4,0,0.5644,0
27,44083,0.2873,114,1,0,0.3911,1
49,31240,0.0536,90,4,0,0.2572,0
38,134930,0.3413,91,8,0,0.3372,0
21,94688,0.195,68,5,0,0.2951,1
37,73203,0.4346,40,3,0,0.2892,0
54,180459,0.2347,60,9,0,0.6199,0
22,105149,0.1823,56,6,1,0.5796,1
44,55659,0.3733,116,3,1,0.4702,0
27,67481,0.3931,46,4,1,0.695,0
26,33512,0.2863,94,4,2,0.4722,0
40,89542,0.1737,180,7,0,0.2315,0
21,57332,0.1506,93,6,0,0.4761,0
30,47606,0.0731,87,6,0,0.406,0
39,101143,0.6144,133,4,0,0.2925,0
56,61512,0.2546,149,1,0,0.402,0
42,153624,0.2801,43,4,0,0.1042,0
29,58864,0.1538,97,6,0,0.4673,0
38,84432,0.2146,91,2,0,0.7192,0
38,36586,0.3133,196,6,1,0.0602,1
21,75130,0.1861,101,6,0,0.5616,0
44,82229,0.2807,31,2,0,0.0768,0
47,91781,0.073,57,4,1,0.7579,0
29,30000,0.1755,145,2,1,0.4484,0
54,73975,0.4022,40,4,1,0.4922,0
36,78336,0.3347,112,4,1,0.696,1
34,50817,0.417,133,6,0,0.1458,1
33,125283,0.107,45,2,0,0.3306,0
46,48813,0.3374,101,7,0,0.0787,1
38,103346,0.6155,89,8,0,0.1769,0
37,30590,0.1134,55,4,0,0.4572,1
49,137053,0.3295,135,4,0,0.3788,0
32,30000,0.1277,85,5,1,0.0686,0
40,129596,0.3151,76,3,0,0.1435,0
35,46394,0.5678,57,3,0,0.065,0
24,69012,0.0424,58,1,2,0.1303,0
38,80764,0.2171,78,4,0,0.1873,0
30,94126,0.3431,144,1,0,0.0996,0
21,76003,0.4918,121,4,0,0.2785,0
21,86192,0.2957,95,4,0,0.1717,0
55,95834,0.2086,68,1,1,0.2117,0
41,96045,0.6046,129,0,0,0.3467,0
44,87589,0.383,70,0,3,0.565,1
21,101092,0.338,107,4,0,0.3651,0
35,50713,0.2744,82,7,2,0.3553,1
40,65778,0.3981,50,5,0,0.2093,0
34,31050,0.347,14,3,0,0.0801,1
23,53268,0.4701,93,6,1,0.1863,0
40,44475,0.169,113,3,0,0.3349,0
49,112279,0.0633,27,4,0,0.4183,0
31,138913,0.4495,148,1,0,0.2719,1
60,93447,0.3786,45,7,0,0.3019,0
30,60952,0.5192,161,8,0,0.4879,0
43,63988,0.3727,89,2,0,0.1368,1
21,45246,0.4824,25,3,0,0.38,1
21,65923,0.385,46,2,0,0.477,0
44,82759,0.3354,57,4,0,0.7247,1
39,234041,0.2303,101,5,2,0.4611,0
27,30000,0.2893,10,3,3,0.3355,1
60,48167,0.3911,29,2,1,0.4079,1
42,101114,0.7661,119,7,0,0.1868,0
32,93000,0.4113,71,5,1,0.3875,0
49,106655,0.0921,163,5,0,0.1274,0
21,162455,0.2589,85,1,0,0.2628,0
37,135271,0.2779,118,1,1,0.7071,0
45,81368,0.4533,39,6,0,0.4028,0
64,68361,0.1977,129,1,1,0.5804,1
21,50528,0.0437,90,2,0,0.5249,0
38,54986,0.3225,42,1,0,0.6343,0
40,33020,0.4153,70,5,0,0.4851,0
34,205626,0.2047,36,0,0,0.3008,0
35,107551,0.3862,165,3,0,0.0683,0
21,176964,0.3797,79,6,0,0.7621,0
21,30239,0.1331,75,5,0,0.1333,1
37,63977,0.195,133,5,0,0.5081,0
40,142918,0.1721,121,5,0,0.2589,0
53,128544,0.131,54,6,0,0.4855,1
37,55517,0.2201,147,5,0,0.8245,0
45,151708,0.6152,111,0,0,0.7924,0
36,99375,0.165,35,8,1,0.4063,0
21,51260,0.4791,160,6,0,0.2689,0
34,72981,0.4803,81,9,3,0.2146,0
34,157143,0.1858,76,6,0,0.2801,0
32,193613,0.3926,91,6,1,0.2732,0
44,94560,0.3936,72,8,1,0.5465,0
55,31759,0.6039,57,4,0,0.4367,1
48,115259,0.2123,25,3,2,0.289,0
47,45148,0.1248,78,5,2,0.1888,0
34,30000,0.4989,72,5,1,0.6834,1
30,88970,0.2846,25,5,0,0.4079,1
26,155893,0.0816,121,2,0,0.4478,0
31,109261,0.1225,46,0,1,0.2831,0
54,49379,0.4843,148,4,0,0.2573,0
37,79877,0.3611,47,4,0,0.3371,1
67,30000,0.1996,89,2,0,0.7289,1
39,64951,0.3129,120,3,0,0.2392,0
36,63204,0.3602,40,3,0,0.3734,0
38,105764,0.7228,83,3,0,0.404,0
35,41076,0.1913,100,7,1,0.1886,0
37,45323,0.2114,71,5,1,0.4447,1
42,81126,0.5515,137,2,0,0.4964,1
39,45488,0.5552,50,4,0,0.3098,1
39,141308,0.3168,51,5,1,0.5423,0
51,31654,0.3038,104,4,0,0.6539,0
43,118482,0.6762,59,5,0,0.3361,0
39,165635,0.1573,94,6,1,0.0852,0
44,86998,0.1896,59,4,3,0.2842,0
44,63396,0.7597,37,4,2,0.2953,1
48,55362,0.1994,80,7,1,0.5699,0
52,70315,0.2246,130,4,1,0.355,0
32,137861,0.2705,107,4,0,0.6497,0
36,42203,0.085,102,6,0,0.1053,0
62,30000,0.4917,52,5,1,0.4313,1
42,90879,0.2711,116,2,0,0.3322,0
35,70702,0.297,118,7,1,0.1348,0
35,111310,0.3362,147,3,1,0.0948,0
33,33288,0.5639,109,6,0,0.034,0
23,152958,0.3451,57,4,0,0.5585,0
54,74837,0.2715,98,3,1,0.2983,1
42,84410,0.1813,114,2,0,0.3651,0
45,83436,0.2353,46,5,1,0.1867,0
32,30000,0.0772,71,2,0,0.3206,1
40,120931,0.6953,37,6,0,0.1142,1
49,242590,0.4315,156,4,0,0.3979,0
51,79127,0.4878,183,3,0,0.1495,0
21,57748,0.3111,82,6,2,0.1698,0
26,75334,0.2617,47,7,0,0.4974,0
21,48410,0.381,7,4,0,0.3802,1
37,102192,0.1243,117,4,0,0.5348,0
25,43953,0.1523,0,2,1,0.1256,1
26,85346,0.4486,145,4,0,0.17,0
22,81178,0.0551,136,5,0,0.154,0
51,106760,0.5295,83,4,0,0.6261,0
40,223010,0.2978,67,1,1,0.1365,0
39,148737,0.0448,119,1,0,0.2999,0
44,66257,0.3438,11,4,0,0.336,0
30,99676,0.1209,12,3,0,0.028,1
37,37402,0.1683,49,5,3,0.3292,1
52,146516,0.9368,53,8,0,0.1127,0
54,49337,0.3752,0,4,0,0.1655,0
54,78870,0.3453,65,5,1,0.3603,0
21,41542,0.4112,57,1,0,0.2358,0
34,50384,0.3707,56,4,1,0.861,1
57,124231,0.0892,92,4,0,0.2084,1
21,42719,0.3168,102,4,1,0.4365,1
32,93095,0.1481,122,5,0,0.3771,0
30,56676,0.3002,101,4,1,0.4798,0
22,68072,0.1947,47,6,1,0.1334,1
24,68559,0.1112,56,2,1,0.164,0
41,30258,0.487,1,5,0,0.3147,0
47,52587,0.1911,111,10,1,0.3738,1
38,69072,0.193,11,3,0,0.4479,0
24,79898,0.6107,63,5,0,0.4052,0
29,54706,0.4466,66,2,1,0.4554,0
26,103212,0.4605,21,6,0,0.1231,0
47,90600,0.0272,160,4,1,0.4437,0
28,58614,0.5438,88,4,0,0.3269,0
38,56218,0.3164,57,3,0,0.4116,0
27,123110,0.1038,42,2,0,0.3898,0
42,120368,0.3054,47,5,0,0.6314,0
34,71617,0.3749,156,2,1,0.4003,0
43,45134,0.2267,66,5,1,0.5406,1
40,131067,0.3627,67,5,0,0.2725,0
38,126681,0.5041,55,2,0,0.1114,0
33,57936,0.7934,71,3,1,0.2155,1
51,85766,0.2627,54,2,1,0.5488,0
41,64392,0.3752,70,5,1,0.3504,1
45,50424,0.3084,56,3,0,0.227,0
32,133861,0.5724,5,4,0,0.2028,0
31,115172,0.2875,91,5,0,0.231,1
21,124232,0.2203,86,3,0,0.6184,0
52,55317,0.6149,85,3,0,0.4045,0
35,76000,0.4435,135,2,0,0.564,1
42,75355,0.6162,48,3,0,0.2664,0
48,93602,0.3769,27,4,0,0.3385,0
42,98629,0.1387,10,7,1,0.2116,0
43,36606,0.53,90,1,0,0.2771,1
26,40403,0.455,107,6,2,0.1193,0
56,63853,0.3328,54,3,0,0.3542,0
44,89056,0.5684,60,6,2,0.4484,1
50,66412,0.5244,127,5,0,0.4625,1
45,100025,0.2543,71,2,0,0.5911,0
35,74678,0.3094,95,9,1,0.1739,0
53,97846,0.1988,79,2,0,0.4469,0
48,57191,0.0506,0,5,0,0.6614,1
26,75109,0.3963,33,4,0,0.1347,0
55,84883,0.268,42,6,0,0.5016,0
35,172356,0.3749,107,1,0,0.3283,0
45,44729,0.5018,53,2,0,0.1462,0
43,61204,0.0574,67,6,0,0.2648,0
62,75162,0.2405,52,8,0,0.0594,0
47,118040,0.2811,79,1,1,0.3899,0
35,71320,0.2943,29,5,2,0.0357,0
38,87483,0.5808,78,2,1,0.4114,1
37,83569,0.187,131,4,1,0.4709,0
48,119756,0.431,37,4,3,0.0741,0
50,163396,0.2291,83,5,0,0.0649,0
55,155483,0.2142,57,4,1,0.4428,0
45,113780,0.7544,52,1,1,0.1505,1
32,77698,0.4271,123,4,0,0.099,0
42,73882,0.0874,80,2,0,0.2325,0
46,394437,0.4418,111,3,1,0.322,0
25,77685,0.2544,18,4,0,0.2637,0
32,45230,0.418,6,8,0,0.1827,0
38,39388,0.2303,64,4,1,0.276,1
22,30000,0.1603,25,7,0,0.4369,1
33,282675,0.4882,64,4,0,0.2536,0
21,137154,0.5449,134,4,0,0.319,0
32,39841,0.5315,155,3,0,0.1825,0
45,71315,0.5774,55,5,0,0.3858,0
34,47409,0.3928,15,5,0,0.5822,0
37,126760,0.5636,42,3,0,0.3194,0
56,66948,0.4594,73,6,1,0.6762,1
46,82450,0.2399,153,5,0,0.101,0
40,129036,0.679,93,9,0,0.3816,0
52,49382,0.115,1,1,0,0.3098,0
31,31447,0.5235,132,9,1,0.3618,0
22,71777,0.1297,53,1,0,0.4156,0
37,106578,0.0079,106,8,0,0.6891,1
38,69436,0.2605,20,5,0,0.1441,0
44,106725,0.4554,12,2,1,0.3382,1
26,104673,0.3025,88,8,0,0.2762,0
34,119094,0.6204,88,4,0,0.0949,0
49,70354,0.3095,140,4,0,0.6359,0
31,63217,0.1899,85,4,1,0.5321,0
58,81909,0.0506,38,1,0,0.3264,1
34,126915,0.2703,68,3,0,0.1302,0
43,73407,0.1679,159,6,0,0.1559,0
35,82263,0.0528,160,2,0,0.3867,0
32,97738,0.5179,106,3,0,0.4014,0
42,106578,0.339,50,0,1,0.4053,1
35,76787,0.6102,92,2,0,0.1207,0
35,78566,0.1749,36,3,1,0.5354,0
52,67905,0.3418,64,3,1,0.337,1
53,42360,0.2872,65,5,0,0.412,1
50,49334,0.1517,3,2,1,0.7026,0
45,35451,0.3433,12,2,1,0.4611,1
37,88092,0.2812,116,2,1,0.1873,0
26,107612,0.4006,140,6,0,0.3224,0
57,167446,0.3744,113,4,0,0.0923,0
24,56224,0.1878,68,1,0,0.3268,0
21,68933,0.6263,1,6,0,0.1222,0
44,48965,0.1294,0,4,0,0.4465,1
24,104255,0.3116,67,0,1,0.4893,0
34,60476,0.2193,88,6,1,0.2632,0
31,154591,0.0496,98,3,0,0.262,1
25,67858,0.4578,73,4,1,0.1594,0
40,54979,0.1705,152,5,1,0.0342,0
33,34058,0.5387,24,5,0,0.1516,1
24,98969,0.4279,60,2,1,0.2205,0
34,56584,0.4035,79,3,0,0.5939,0
28,80225,0.5165,116,2,0,0.3389,0
29,77325,0.7519,46,3,1,0.2145,1
30,48774,0.193,136,3,0,0.7541,0
41,30000,0.2423,26,7,0,0.6713,1
35,65371,0.2713,121,6,0,0.3125,0
37,63882,0.3274,125,7,1,0.5995,0
39,78846,0.1288,64,4,0,0.2399,0
29,42521,0.0445,66,2,1,0.4482,1
46,78675,0.1526,46,4,0,0.59,0
33,141963,0.4534,81,3,0,0.4297,0
31,108844,0.7441,75,3,1,0.2922,0
45,209314,0.3929,83,4,0,0.106,0
38,116509,0.1272,100,4,0,0.0929,0
41,87236,0.2699,87,3,1,0.395,0
42,98518,0.5412,40,6,1,0.4688,1
62,38249,0.1432,103,3,0,0.0501,1
42,75633,0.592,178,4,0,0.6586,0
43,124356,0.5512,18,5,1,0.4436,1
27,43867,0.3385,27,5,0,0.1575,1
27,76050,0.1673,36,4,0,0.1694,1
32,53665,0.1203,140,3,1,0.4162,0
47,152123,0.2017,49,1,2,0.4918,1
35,59977,0.6179,66,6,0,0.4199,1
28,146307,0.1593,58,7,0,0.2499,0
32,58403,0.0885,95,4,0,0.2159,0
32,30000,0.5767,129,4,0,0.2805,1
34,77047,0.0784,34,2,0,0.7376,0
37,103528,0.0375,138,5,1,0.3256,0
33,137803,0.0806,69,2,0,0.2345,0
47,82301,0.446,50,6,1,0.3838,1
32,183715,0.5144,77,3,0,0.1866,0
29,92705,0.608,56,2,1,0.3548,0
23,73122,0.6528,71,1,1,0.2743,1
38,107716,0.745,155,5,1,0.5615,0
49,195047,0.4307,67,3,0,0.0998,0
30,134991,0.4394,96,3,0,0.607,0
56,108871,0.2331,74,7,0,0.2741,0
32,247692,0.4074,12,5,1,0.476,0
48,55389,0.2239,130,3,0,0.3606,0
49,53722,0.1271,111,4,0,0.6028,0
66,84074,0.4373,15,6,0,0.3222,0
46,86286,0.3982,141,5,0,0.471,0
29,30000,0.104,17,4,0,0.3455,1
38,31348,0.5657,57,3,0,0.5203,1
26,51992,0.4502,57,8,0,0.5165,1
50,77867,0.4724,77,6,1,0.3831,1
21,40914,0.4536,27,7,0,0.3523,1
45,82551,0.288,67,6,0,0.4241,1
41,126698,0.2027,28,5,0,0.2485,0
51,78600,0.1271,169,4,0,0.61,0
39,95673,0.0618,102,5,0,0.2901,0
47,66850,0.2152,86,1,1,0.461,0
40,43884,0.195,143,2,0,0.362,0
43,121920,0.0483,30,5,1,0.2224,0
42,95867,0.1144,142,2,1,0.5351,0
35,75754,0.4776,71,4,2,0.3392,1
28,40977,0.1113,31,3,1,0.329,1
33,65785,0.8079,26,5,1,0.4611,0
33,54060,0.3105,151,3,2,0.1823,0
32,70072,0.0687,80,10,0,0.5157,0
21,92982,0.6123,153,4,1,0.3741,0
42,53417,0.699,61,3,1,0.2298,1
42,30000,0.204,108,6,1,0.268,0
49,91860,0.6252,99,1,0,0.5676,0
48,80263,0.5112,90,2,0,0.4748,0
38,79670,0.0548,107,5,0,0.606,0
21,89577,0.416,98,3,1,0.5092,0
38,111979,0.6214,51,2,0,0.351,0
39,74353,0.1019,160,3,0,0.0333,0
31,69740,0.3671,136,2,0,0.3853,1
49,68586,0.3057,190,2,0,0.4133,0
48,52694,0.3733,58,0,0,0.281,0
23,106813,0.5873,80,3,2,0.3223,0
45,88389,0.4732,24,5,0,0.1968,0
49,63107,0.3477,82,3,1,0.2768,1
38,75595,0.0941,63,8,2,0.2233,1
50,38678,0.2003,138,3,0,0.6371,1
33,36758,0.4779,52,4,0,0.2599,0
51,118308,0.3081,60,3,1,0.47,0
55,39919,0.4323,111,3,0,0.3262,1
26,38026,0.1181,125,4,0,0.3848,1
31,55097,0.3585,102,4,0,0.0866,0
40,118057,0.391,144,0,2,0.2077,0
32,148658,0.7176,73,5,0,0.1433,0
53,58951,0.4462,49,3,1,0.1889,1
48,55180,0.2143,128,4,0,0.2899,0
27,161665,0.3816,77,5,0,0.632,0
40,89317,0.6441,29,6,0,0.4218,1
21,74691,0.7166,109,3,0,0.5205,0
21,110587,0.4861,88,3,0,0.4964,0
47,140112,0.2181,89,4,1,0.3202,0
56,133292,0.0724,56,12,0,0.2825,0
42,33090,0.4128,66,3,2,0.1393,0
38,63281,0.6748,113,4,1,0.1229,1
24,144540,0.3876,65,4,0,0.5103,0
25,139776,0.264,75,6,0,0.1485,0
54,44404,0.3756,127,4,1,0.098,0
33,73539,0.3187,44,5,0,0.0665,0
50,50367,0.344,86,5,1,0.3559,0
47,93487,0.4748,53,3,0,0.2749,0
36,66774,0.4252,26,4,0,0.5186,0
25,68260,0.0581,55,0,0,0.3809,1
28,50821,0.34,36,4,0,0.1644,0
42,57491,0.2837,39,6,0,0.5434,0
49,79877,0.3427,98,4,0,0.3663,0
36,107311,0.3041,93,6,1,0.2595,0
40,43768,0.8041,94,3,1,0.0921,0
35,59085,0.2057,81,8,0,0.0881,0
40,51790,0.3376,153,2,0,0.3743,1
57,161694,0.2586,129,2,0,0.7182,0
49,80755,0.4132,28,5,1,0.7584,0
31,66802,0.3749,84,3,0,0.1206,0
61,37683,0.3159,27,4,0,0.0814,1
38,76917,0.4725,116,6,0,0.4148,0
43,39122,0.0125,79,2,0,0.6219,1
26,38495,0.175,103,4,2,0.3708,1
27,110141,0.1759,99,5,1,0.3309,0
47,68628,0.7882,114,3,0,0.0402,0
60,104866,0.1382,56,5,0,0.5012,0
64,112156,0.5916,100,2,1,0.5042,0
47,50958,0.0593,68,4,0,0.1523,0
49,111204,0.5509,92,6,2,0.2933,0
40,41845,0.4222,145,3,0,0.3535,0
38,113484,0.2442,80,7,0,0.4926,0
54,118094,0.1921,80,4,0,0.132,0
37,118347,0.1665,57,4,0,0.2373,0
38,30198,0.4566,9,6,0,0.5687,1
37,90617,0.7202,64,6,0,0.3498,1
44,63326,0.1498,72,1,1,0.6944,0
42,130849,0.2132,46,3,0,0.0767,0
38,90138,0.4365,75,4,1,0.0801,1
57,95715,0.4751,24,5,1,0.2463,1
21,93439,0.4554,114,6,0,0.1893,0
27,30000,0.2762,172,7,0,0.6844,0
56,187876,0.4137,52,3,0,0.3593,0
41,105879,0.2297,101,4,0,0.0526,0
33,34146,0.2305,131,4,0,0.4455,0
46,106928,0.3481,147,3,1,0.6157,0
41,159314,0.2967,106,4,1,0.4704,0
27,66100,0.484,81,7,1,0.3912,1
35,69012,0.2151,69,8,0,0.1892,0
21,93892,0.3932,141,5,1,0.2452,0
41,55233,0.1827,60,7,1,0.2675,0
46,134289,0.3386,22,5,1,0.8057,1
49,56281,0.4333,46,5,1,0.0476,0
21,129214,0.2206,13,5,0,0.0241,0
32,49117,0.0907,85,2,0,0.2177,0
24,89622,0.1693,101,2,0,0.3467,1
41,125745,0.3637,101,5,2,0.1827,0
58,33406,0.0922,48,1,0,0.1759,1
56,60155,0.3461,42,5,0,0.6647,1
37,144577,0.2971,146,3,0,0.4321,0
37,80208,0.4287,3,3,1,0.103,1
35,111358,0.3684,174,7,1,0.3438,0
29,202370,0.1692,88,3,1,0.3843,0
34,131311,0.357,112,6,1,0.3768,0
47,79686,0.0895,78,6,0,0.3638,0
31,142009,0.0975,81,4,0,0.366,0
33,163627,0.0699,102,6,1,0.3764,0
37,108906,0.2118,63,5,0,0.5356,0
40,40874,0.0814,75,4,0,0.574,0
44,57323,0.1142,15,3,0,0.5331,0
61,132166,0.2493,47,4,0,0.4342,0
50,41765,0.3829,110,5,0,0.5129,1
45,159807,0.4636,84,1,0,0.3725,0
58,59469,0.0331,32,6,0,0.0515,0
51,88520,0.3642,90,4,2,0.1364,0
47,93976,0.4746,90,4,0,0.3896,0
48,31151,0.2307,42,3,1,0.5599,1
35,30000,0.164,21,3,1,0.6262,1
41,45445,0.1911,75,7,1,0.3034,1
37,51165,0.3646,0,4,1,0.2346,1
28,95089,0.2777,119,5,0,0.0432,0
26,125848,0.5142,76,3,1,0.1389,0
37,167868,0.3358,20,5,1,0.3335,0
43,61202,0.3404,103,3,0,0.5805,0
50,228869,0.2863,38,6,0,0.4835,0
39,30000,0.5329,56,6,0,0.1343,1
26,71580,0.4016,81,3,0,0.3048,1
52,90913,0.1888,74,1,0,0.2071,0
34,51131,0.1335,199,6,0,0.8133,0
36,47236,0.3399,46,3,0,0.1988,1
48,119631,0.4569,113,2,2,0.2206,0
21,46669,0.7093,95,5,0,0.2859,0
39,74384,0.2134,70,6,0,0.1826,0
32,46956,0.3462,26,4,1,0.2084,0
34,120425,0.2403,123,4,0,0.4231,0
62,33346,0.0089,131,7,0,0.2938,0
33,60208,0.2822,79,4,0,0.2825,1
48,92121,0.2588,65,5,0,0.4031,0
54,57455,0.1517,58,3,0,0.167,0
40,103065,0.3289,50,4,0,0.3035,0
47,48051,0.5641,43,2,0,0.2707,1
29,94577,0.3871,128,7,2,0.5049,0
30,48143,0.4141,37,2,1,0.4009,0
39,144203,0.4029,157,2,1,0.4776,0
35,108007,0.3434,74,4,1,0.1497,0
45,65680,0.5698,127,4,0,0.5133,0
45,105071,0.1571,112,4,1,0.4535,0
54,56849,0.2095,74,3,0,0.403,0
47,52050,0.7473,70,5,2,0.5528,1
45,137126,0.412,131,5,1,0.2624,0
26,34335,0.2446,157,2,0,0.3662,0
36,30000,0.1659,135,6,0,0.2861,0
40,38243,0.223,39,3,1,0.2263,0
38,71322,0.5842,65,7,0,0.4755,1
40,44548,0.3821,83,10,1,0.7182,0
35,89552,0.278,126,6,0,0.0622,0
49,40476,0.1276,80,3,2,0.1354,1
22,78411,0.5603,76,3,0,0.1465,0
53,59358,0.4069,82,3,0,0.4502,0
29,52752,0.0855,70,3,2,0.3425,1
47,43968,0.3934,45,6,0,0.5602,1
25,110249,0.3026,85,0,1,0.2092,0
35,126641,0.3446,71,7,0,0.1025,1
39,51816,0.4836,97,2,0,0.383,1
30,134982,0.4663,0,4,0,0.3808,0
21,113961,0.1614,126,1,0,0.7269,0
25,59273,0.0741,114,3,1,0.3732,0
32,62968,0.1501,17,0,2,0.4389,1
50,30000,0.0684,79,3,1,0.3538,0
26,83410,0.191,68,9,0,0.0699,0
49,130572,0.0763,26,3,0,0.5744,0
45,122363,0.5408,90,2,1,0.3502,0
42,53446,0.4961,36,6,0,0.3973,0
25,83413,0.2558,43,7,0,0.1317,0
48,76836,0.4662,56,5,0,0.3557,0
21,74605,0.1709,100,5,0,0.2625,0
34,44131,0.4938,107,5,0,0.3764,1
36,56524,0.7177,42,4,0,0.2639,1
49,47898,0.5029,38,5,2,0.5935,0
46,135735,0.0731,133,5,1,0.2974,0
39,110415,0.207,82,5,1,0.4651,0
34,64862,0.1723,99,5,1,0.3723,0
29,55234,0.3911,66,3,0,0.2979,0
53,88025,0.1437,40,5,0,0.3826,0
25,155941,0.0973,75,2,0,0.4348,0
45,50077,0.362,79,7,0,0.2094,0
33,70540,0.6238,119,2,0,0.1288,0
35,44354,0.6541,149,1,2,0.4121,1
